,Applicant,Applicant country,Region,Category,Patent Count,Total Citations,Percentage of Total Patents,Average Citation Count,Degree Centrality,Betweenness Centrality,First Year,Last Year,2023 Classification,Duration (Years),Mean Patents/Year
585,Genofoo Inc,South Korea,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
586,Genomidea Inc.,South Korea,Asia,Commercial,1.0,2.0,0.030129557095510694,2.0,0.0020181634712411706,0.0,2017.0,2017.0,Transient,1.0,1.0
587,Genor Biopharma Co. Ltd.,China,Asia,Commercial,5.0,1.0,0.15064778547755348,0.2,0.0010090817356205853,0.0,2021.0,2021.0,Transient,1.0,5.0
588,Genrix (Shanghai) Biopharmaceutical Co Ltd,China,Asia,Commercial,1.0,18.0,0.030129557095510694,18.0,,,2015.0,2015.0,Transient,1.0,1.0
589,Genscript Nanjing Co. Ltd.,China,Asia,Commercial,3.0,4.0,0.0903886712865321,1.3333333333333333,,,2016.0,2020.0,Terminator,5.0,0.6
590,Gensun Biopharma Inc,China,Asia,Commercial,1.0,1.0,0.030129557095510694,1.0,,,2019.0,2019.0,Transient,1.0,1.0
591,Genuv Inc,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
592,George Washington University,United States,North America,Academic,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
593,Georgia Tech Research Institute,United States,North America,Academic,2.0,0.0,0.06025911419102139,0.0,0.005045408678102927,0.0,2021.0,2021.0,Transient,1.0,2.0
594,Georgiamune Inc,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2023.0,2023.0,Newcomer,1.0,1.0
595,Geovax Inc,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2022.0,2022.0,Transient,1.0,1.0
596,Gheyas Ferdous,,,Individual,1.0,0.0,0.030129557095510694,0.0,0.007063572149344097,0.0,2022.0,2022.0,Transient,1.0,1.0
597,"Ghosh, Sankar",,,Individual,1.0,13.0,0.030129557095510694,13.0,0.0020181634712411706,0.0,2016.0,2016.0,Transient,1.0,1.0
598,Gi Innovation Inc.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2023.0,2023.0,Newcomer,1.0,1.0
599,Giannakis Marios,,,Individual,1.0,6.0,0.030129557095510694,6.0,0.0030272452068617556,0.0,2018.0,2018.0,Transient,1.0,1.0
600,Gigagen Inc,United States,North America,Commercial,4.0,0.0,0.12051822838204278,0.0,,,2019.0,2022.0,Terminator,4.0,1.0
601,Gilead Sciences Inc.,United States,North America,Commercial,7.0,0.0,0.21090689966857487,0.0,0.0030272452068617556,0.0016573403051707797,2018.0,2023.0,Continuant,6.0,1.1666666666666667
602,Gillanders William,,,Individual,1.0,0.0,0.030129557095510694,0.0,0.005045408678102927,0.0,2023.0,2023.0,Newcomer,1.0,1.0
603,Gimmi Ciáude,,,Individual,1.0,0.0,0.030129557095510694,0.0,0.004036326942482341,0.0,2018.0,2018.0,Transient,1.0,1.0
604,Glanville Jacob,,,Individual,1.0,2.0,0.030129557095510694,2.0,0.0020181634712411706,0.0,2018.0,2018.0,Transient,1.0,1.0
605,Glaxosmithkline Intellectual Property No. 4 Ltd.,United Kingdom,Europe,Commercial,7.0,1.0,0.21090689966857487,0.14285714285714285,0.0020181634712411706,0.0007984316763327864,2019.0,2022.0,Terminator,4.0,1.75
606,Glaxosmithkline Ip Development Ltd.,United States,North America,Commercial,11.0,22.0,0.3314251280506177,2.0,0.005045408678102927,0.027080594033167243,2017.0,2021.0,Terminator,5.0,2.2
607,Glaxosmithkline Llc,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0020181634712411706,0.0,2012.0,2012.0,Transient,1.0,1.0
608,Global Cancer Tech,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2023.0,2023.0,Newcomer,1.0,1.0
609,Globeimmune Inc.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2012.0,2012.0,Transient,1.0,1.0
610,Glycomimetics Inc,United States,North America,Commercial,1.0,7.0,0.030129557095510694,7.0,,,2017.0,2017.0,Transient,1.0,1.0
611,Glycyx Mor Inc.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2023.0,2023.0,Newcomer,1.0,1.0
612,Gnt Biotech & Medicals Corp.,South Korea,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2019.0,2019.0,Transient,1.0,1.0
613,Gnubiotics Sciences Sa,Switzerland,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0030272452068617556,0.0,2022.0,2022.0,Transient,1.0,1.0
614,Goedegebuure Simon,,,Individual,1.0,0.0,0.030129557095510694,0.0,0.005045408678102927,0.0,2023.0,2023.0,Newcomer,1.0,1.0
615,Gomez-Navarro Jesus,,,Individual,2.0,301.0,0.06025911419102139,150.5,0.007063572149344097,0.0008296894270658147,2007.0,2011.0,Terminator,5.0,0.4
616,Good T Cells Inc.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
617,Government Of The United States,United States,North America,Governmental,1.0,6.0,0.030129557095510694,6.0,0.0020181634712411706,0.0,2009.0,2009.0,Transient,1.0,1.0
618,Gradalis Inc,United States,North America,Commercial,2.0,0.0,0.06025911419102139,0.0,,,2021.0,2021.0,Transient,1.0,2.0
619,Gradus Johannes Dulos,,,Individual,1.0,0.0,0.030129557095510694,0.0,0.004036326942482341,0.0,2011.0,2011.0,Transient,1.0,1.0
620,Gregory John Carven,,,Individual,1.0,0.0,0.030129557095510694,0.0,0.004036326942482341,0.0,2011.0,2011.0,Transient,1.0,1.0
621,Gregson James P,,,Individual,1.0,371.0,0.030129557095510694,371.0,0.006054490413723511,0.0,2009.0,2009.0,Transient,1.0,1.0
622,Grenga Italia,Italy,Europe,Commercial,,,,,,,,,Grenga Italia,,
623,Greten Tim F,,,Individual,1.0,0.0,0.030129557095510694,0.0,0.0020181634712411706,0.0,2018.0,2018.0,Transient,1.0,1.0
624,Grifols Diagnostic Solutions Inc,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2018.0,2018.0,Transient,1.0,1.0
625,"Grinberg-Bleyer, Yenkel",,,Individual,1.0,13.0,0.030129557095510694,13.0,0.0020181634712411706,0.0,2016.0,2016.0,Transient,1.0,1.0
626,Gritstone Oncology Inc.,United States,North America,Commercial,2.0,2.0,0.06025911419102139,1.0,,,2018.0,2019.0,Terminator,2.0,1.0
627,Gu Ventures Ab,Sweden,Europe,Commercial,1.0,1.0,0.030129557095510694,1.0,,,2017.0,2017.0,Transient,1.0,1.0
628,Gu Yanhong,,,Individual,2.0,13.0,0.06025911419102139,6.5,,,2017.0,2018.0,Terminator,2.0,1.0
629,Guan Xiao,,,Individual,1.0,0.0,0.030129557095510694,0.0,,,2023.0,2023.0,Newcomer,1.0,1.0
630,Guangdong Chenkang Biotechnology Co. Ltd.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
631,Guangdong Dongsunang Pharmaceutical Co. Ltd.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2021.0,2021.0,Transient,1.0,1.0
632,Guangdong Fapon Pharmaceutical Co. Ltd.,China,Asia,Commercial,2.0,0.0,0.06025911419102139,0.0,,,2022.0,2022.0,Transient,1.0,2.0
633,Guangdong Feipeng Pharmaceutical Co. Ltd.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2021.0,2021.0,Transient,1.0,1.0
634,Guangdong First Condor Biotechnology Co. Ltd.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
635,Guangdong General Hospital,China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2023.0,2023.0,Newcomer,1.0,1.0
636,"Guangdong Laboratory Of Southern Ocean Science And Engineering, Zhanjiang",China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2021.0,2021.0,Transient,1.0,1.0
637,Guangdong Mercell Biotechnology Co. Ltd.,China,Asia,Commercial,1.0,4.0,0.030129557095510694,4.0,,,2018.0,2018.0,Transient,1.0,1.0
638,Guangdong Provincial People'S Hospital,China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2021.0,2021.0,Transient,1.0,1.0
639,Guangdong Shaozhu Group Co Ltd,China,Asia,Commercial,1.0,2.0,0.030129557095510694,2.0,,,2010.0,2010.0,Transient,1.0,1.0
640,Guangdong South Core Medical Science And Technology Limited Company,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2021.0,2021.0,Transient,1.0,1.0
641,Guangdong Techpool Bio Pharma Co Ltd,China,Asia,Commercial,1.0,1.0,0.030129557095510694,1.0,0.0020181634712411706,0.0,2022.0,2022.0,Transient,1.0,1.0
642,Guangxi Normal University,China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2023.0,2023.0,Newcomer,1.0,1.0
643,Guangzhou Biolight Biotechnology Co Ltd,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2023.0,2023.0,Newcomer,1.0,1.0
644,Guangzhou Dankang Medicine Biological Co. Ltd.,China,Asia,Commercial,1.0,3.0,0.030129557095510694,3.0,0.0010090817356205853,0.0,2017.0,2017.0,Transient,1.0,1.0
645,Guangzhou Dankang Pharmaceutical Biology Co. Ltd.,China,Asia,Commercial,2.0,28.0,0.06025911419102139,14.0,,,2017.0,2017.0,Transient,1.0,2.0
646,Guangzhou Danlan Bio Tech Co. Ltd.,China,Asia,Commercial,1.0,3.0,0.030129557095510694,3.0,0.0010090817356205853,0.0,2017.0,2017.0,Transient,1.0,1.0
647,Guangzhou Excelmab Biomedical Tech Co. Ltd.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2021.0,2021.0,Transient,1.0,1.0
648,Guangzhou Gloria Biosciences Co. Ltd.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
649,Guangzhou Institute Of Biomedicine And Health,China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2023.0,2023.0,Newcomer,1.0,1.0
650,Guangzhou Jiayue Medical Tech Co. Ltd.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2022.0,2022.0,Transient,1.0,1.0
651,Guangzhou Joyo Pharmatech Co. Ltd.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2022.0,2022.0,Transient,1.0,1.0
652,Guangzhou Maxinovel Pharmaceuticals Co. Ltd.,China,Asia,Commercial,4.0,6.0,0.12051822838204278,1.5,,,2020.0,2021.0,Terminator,2.0,2.0
653,Guangzhou Sysu Nansha Science & Technology Innovation Park Co. Ltd.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2022.0,2022.0,Transient,1.0,1.0
654,Guangzhou X Cell Therapy Biomedical Technology Co. Ltd.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
655,Guangzhou Xiling Biotechnology Co. Ltd.,China,Asia,Commercial,2.0,0.0,0.06025911419102139,0.0,,,2022.0,2023.0,Continuant,2.0,1.0
656,Guangzhou Yuheng Biotechnology Co. Ltd.,China,Asia,Commercial,10.0,0.0,0.30129557095510695,0.0,,,2022.0,2023.0,Continuant,2.0,5.0
657,Guangzhou Zhaotai Invivo Biomedicine Co Ltd,China,Asia,Commercial,1.0,6.0,0.030129557095510694,6.0,,,2020.0,2020.0,Transient,1.0,1.0
658,Guangzhou Zhiyi Biotechnology Co. Ltd.,China,Asia,Commercial,7.0,7.0,0.21090689966857487,1.0,,,2022.0,2022.0,Transient,1.0,7.0
659,Gudrun Kvetoslava Thaller,,,Individual,1.0,0.0,0.030129557095510694,0.0,0.005045408678102927,0.0,2019.0,2019.0,Transient,1.0,1.0
660,Guo Zifang,,,Individual,1.0,1.0,0.030129557095510694,1.0,0.008072653884964682,0.0,2020.0,2020.0,Transient,1.0,1.0
661,Gusev Alexander,,,Individual,1.0,0.0,0.030129557095510694,0.0,0.0030272452068617556,0.0,2021.0,2021.0,Transient,1.0,1.0
662,Gyeongsang National University Hospital,South Korea,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2021.0,2021.0,Transient,1.0,1.0
663,H. Lee Moffitt Cancer Center And Research Institute Inc.,United States,North America,Commercial,12.0,21.0,0.3615546851461284,1.75,0.0020181634712411706,0.0,2013.0,2023.0,Continuant,11.0,1.0909090909090908
664,Haidong Dong,,,Individual,1.0,15.0,0.030129557095510694,15.0,0.005045408678102927,0.0,2014.0,2014.0,Transient,1.0,1.0
665,Haimen Prec Diagnostics Co. Ltd.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2018.0,2018.0,Transient,1.0,1.0
666,Haimen Shanzhun Biotechnology Co. Ltd.,China,Asia,Commercial,1.0,1.0,0.030129557095510694,1.0,0.0010090817356205853,0.0,2018.0,2018.0,Transient,1.0,1.0
667,Hainan University,China,Asia,Academic,1.0,1.0,0.030129557095510694,1.0,0.0010090817356205853,0.0,2022.0,2022.0,Transient,1.0,1.0
668,Hakarel Co. Ltd,South Korea,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
669,Halozyme Inc.,United States,North America,Commercial,2.0,25.0,0.06025911419102139,12.5,0.0010090817356205853,0.0,2015.0,2021.0,Terminator,7.0,0.2857142857142857
670,"Han, Hui",,,Individual,1.0,1.0,0.030129557095510694,1.0,,,2020.0,2020.0,Transient,1.0,1.0
671,"Han, Liang",,,Individual,1.0,0.0,0.030129557095510694,0.0,0.007063572149344097,0.0,2021.0,2021.0,Transient,1.0,1.0
672,Hangzhou Biolynx Biological Tech Co. Ltd.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
673,"Hangzhou Branch Of Technical Institute Of Physics And Chemistry, Chinese Academy Of Sciences",China,Asia,Academic,1.0,2.0,0.030129557095510694,2.0,,,2019.0,2019.0,Transient,1.0,1.0
674,Hangzhou Hansi Biomedical Co. Ltd.,China,Asia,Commercial,1.0,4.0,0.030129557095510694,4.0,0.0010090817356205853,0.0,2017.0,2017.0,Transient,1.0,1.0
675,Hangzhou Hertz Pharmaceutical Co. Ltd.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
676,Hangzhou Jiuyuan Gene Engineering Co. Ltd.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
677,Hangzhou Kexing Biological Tech Co. Ltd.,China,Asia,Commercial,1.0,2.0,0.030129557095510694,2.0,,,2019.0,2019.0,Transient,1.0,1.0
678,Hangzhou Medicine Science And Technology Limited Company,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2021.0,2021.0,Transient,1.0,1.0
679,Hangzhou Meisai Biological Medicine Technology Co. Ltd.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
680,Hangzhou Neoantigen Biological Tech Co Ltd,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2019.0,2019.0,Transient,1.0,1.0
681,Hangzhou Qienan Enterprise Management Co. Ltd.,China,Asia,Commercial,1.0,1.0,0.030129557095510694,1.0,,,2020.0,2020.0,Transient,1.0,1.0
682,Hangzhou Wisu Biotechnology Ltd Company,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2021.0,2021.0,Transient,1.0,1.0
683,Hangzhou Xingao Biotechnology Co. Ltd.,China,Asia,Commercial,3.0,1.0,0.0903886712865321,0.3333333333333333,,,2021.0,2022.0,Terminator,2.0,1.5
684,Hanmi Pharm Ind Co. Ltd.,South Korea,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0020181634712411706,0.0,2022.0,2022.0,Transient,1.0,1.0
685,Hannover Medical School,Germany,Europe,Academic,1.0,0.0,0.030129557095510694,0.0,,,2019.0,2019.0,Transient,1.0,1.0
686,Hanson Douglas,,,Individual,1.0,12.0,0.030129557095510694,12.0,0.006054490413723511,0.0,2011.0,2011.0,Transient,1.0,1.0
687,Hanx Biopharmaceutics Inc.,United States,North America,Commercial,2.0,0.0,0.06025911419102139,0.0,,,2020.0,2021.0,Terminator,2.0,1.0
688,Harbin Gloria Pharmaceuticals Co. Ltd.,China,Asia,Commercial,1.0,14.0,0.030129557095510694,14.0,,,2016.0,2016.0,Transient,1.0,1.0
689,Harbour Biomed Ltd.,China,Asia,Commercial,1.0,31.0,0.030129557095510694,31.0,0.0010090817356205853,0.0,2016.0,2016.0,Transient,1.0,1.0
690,Harbour Biomed Shanghai Co. Ltd.,China,Asia,Commercial,2.0,0.0,0.06025911419102139,0.0,,,2020.0,2022.0,Terminator,3.0,0.6666666666666666
691,Harbour Biomed Therapeutics Ltd.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2019.0,2019.0,Transient,1.0,1.0
692,Harpoon Therapeutics Inc,United States,North America,Commercial,1.0,23.0,0.030129557095510694,23.0,,,2018.0,2018.0,Transient,1.0,1.0
693,"Harrison, Jeffrey K",,,Individual,1.0,2.0,0.030129557095510694,2.0,0.0010090817356205853,0.0,2020.0,2020.0,Transient,1.0,1.0
694,Harunori Oda,,,Individual,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2017.0,2017.0,Transient,1.0,1.0
695,Harvard College,United States,North America,Academic,9.0,85.0,0.27116601385959627,9.444444444444445,0.007063572149344097,0.012944446143235247,2006.0,2023.0,Continuant,18.0,0.5
696,Harvard University,United States,North America,Academic,1.0,0.0,0.030129557095510694,0.0,0.0020181634712411706,0.0,2016.0,2016.0,Transient,1.0,1.0
697,Hasumi International Research Foundation,Japan,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2020.0,2020.0,Transient,1.0,1.0
698,Hasumi Kenichiro,,,Individual,2.0,0.0,0.06025911419102139,0.0,0.0010090817356205853,0.0,2019.0,2020.0,Terminator,2.0,1.0
699,Hawkins William,,,Individual,1.0,0.0,0.030129557095510694,0.0,0.005045408678102927,0.0,2023.0,2023.0,Newcomer,1.0,1.0
700,Hc Biopharma Inc.,United States,North America,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2022.0,2022.0,Transient,1.0,1.0
701,"He, Xinyue",,,Individual,1.0,0.0,0.030129557095510694,0.0,0.007063572149344097,0.0,2021.0,2021.0,Transient,1.0,1.0
702,Heada Biopharmaceutical Suzhou Co. Ltd.,China,Asia,Commercial,4.0,2.0,0.12051822838204278,0.5,0.0020181634712411706,2.0385489608496674e-06,2020.0,2021.0,Terminator,2.0,2.0
703,Health Research Inc.,United States,North America,Commercial,7.0,1.0,0.21090689966857487,0.14285714285714285,,,2015.0,2021.0,Terminator,7.0,1.0
704,Heat Biologics Inc.,United States,North America,Commercial,1.0,2.0,0.030129557095510694,2.0,,,2018.0,2018.0,Transient,1.0,1.0
705,Hebei Senlang Biotechnology Co Ltd,China,Asia,Commercial,1.0,20.0,0.030129557095510694,20.0,,,2017.0,2017.0,Transient,1.0,1.0
706,Heidelberg Pharma Research Gmbh,Germany,Europe,Commercial,2.0,0.0,0.06025911419102139,0.0,,,2021.0,2021.0,Transient,1.0,2.0
707,Heipel Mark D,,,Individual,1.0,2.0,0.030129557095510694,2.0,0.008072653884964682,0.0,2005.0,2005.0,Transient,1.0,1.0
708,Heller Kevin N,,,Individual,1.0,0.0,0.030129557095510694,0.0,0.006054490413723511,0.0,2023.0,2023.0,Newcomer,1.0,1.0
709,Henan Cancer Hospital,China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,,,2021.0,2021.0,Transient,1.0,1.0
710,Henan Health Weiye Biomedical Research Co. Ltd.,China,Asia,Commercial,1.0,21.0,0.030129557095510694,21.0,,,2014.0,2014.0,Transient,1.0,1.0
711,Henlius Biotech Co. Ltd.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2017.0,2017.0,Transient,1.0,1.0
712,Henlius Inc.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2017.0,2017.0,Transient,1.0,1.0
713,Higgs Brandon,,,Individual,1.0,8.0,0.030129557095510694,8.0,0.004036326942482341,0.0,2016.0,2016.0,Transient,1.0,1.0
714,Highlight Therapeutics S.L.,Spain,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2019.0,2019.0,Transient,1.0,1.0
715,Hinova Pharmaceuticals Inc.,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2019.0,2019.0,Transient,1.0,1.0
716,Hitachi Chemical Co. Ltd.,Japan,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2018.0,2018.0,Transient,1.0,1.0
717,Hk Inno N Corp,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2023.0,2023.0,Newcomer,1.0,1.0
718,Hoffmann La Roche,Switzerland,Europe,Commercial,20.0,20.0,0.6025911419102139,1.0,0.005045408678102927,0.000833766524987514,2011.0,2023.0,Continuant,13.0,1.5384615384615385
719,"Hoffmaster, Keith",,,Individual,1.0,15.0,0.030129557095510694,15.0,0.016145307769929364,0.0,2018.0,2018.0,Transient,1.0,1.0
720,"Hokkaido University, National University Corporation",Japan,Asia,Academic,8.0,0.0,0.24103645676408555,0.0,0.0010090817356205853,0.0,2017.0,2023.0,Continuant,7.0,1.1428571428571428
721,Holly Richard D,,,Individual,1.0,2.0,0.030129557095510694,2.0,0.008072653884964682,0.0,2005.0,2005.0,Transient,1.0,1.0
722,Honjo Tasuku,,,Individual,1.0,32.0,0.030129557095510694,32.0,0.0010090817356205853,0.0,2003.0,2003.0,Transient,1.0,1.0
723,Hookipa Biotech Ag,Austria,Europe,Commercial,3.0,0.0,0.0903886712865321,0.0,,,2016.0,2021.0,Terminator,6.0,0.5
724,Hope City,,,,3.0,0.0,0.0903886712865321,0.0,,,2020.0,2022.0,Terminator,3.0,1.0
725,Horizon Pharma Ltd.,Ireland,Europe,Commercial,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2016.0,2016.0,Transient,1.0,1.0
726,Hoshino Tatsuo,,,Individual,1.0,0.0,0.030129557095510694,0.0,,,2018.0,2018.0,Transient,1.0,1.0
727,Hospital For People In Zhuang,China,Asia,Academic,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2021.0,2021.0,Transient,1.0,1.0
728,Hoyle Paul E,,,Individual,1.0,0.0,0.030129557095510694,0.0,0.006054490413723511,0.0,2023.0,2023.0,Newcomer,1.0,1.0
729,Hrain Biotechnology Co Ltd,China,Asia,Commercial,1.0,0.0,0.030129557095510694,0.0,,,2020.0,2020.0,Transient,1.0,1.0
730,Huabo Biopharm Co. Ltd.,China,Asia,Commercial,3.0,12.0,0.0903886712865321,4.0,0.0010090817356205853,0.0,2019.0,2021.0,Terminator,3.0,1.0
731,Hualan Biological Engineering Inc.,China,Asia,Commercial,1.0,11.0,0.030129557095510694,11.0,0.0010090817356205853,0.0,2018.0,2018.0,Transient,1.0,1.0
732,Hualan Genetic Engineering Co. Ltd.,China,Asia,Commercial,2.0,11.0,0.06025911419102139,5.5,0.0010090817356205853,0.0,2018.0,2022.0,Terminator,5.0,0.4
733,Huang Caigu,,,Individual,1.0,0.0,0.030129557095510694,0.0,0.0010090817356205853,0.0,2021.0,2021.0,Transient,1.0,1.0
734,Huang Shaopeng,,,Individual,2.0,8.0,0.06025911419102139,4.0,0.008072653884964682,0.0,2018.0,2019.0,Terminator,2.0,1.0
735,Huang Tao,,,Individual,1.0,0.0,0.030129557095510694,0.0,0.0030272452068617556,0.0,2021.0,2021.0,Transient,1.0,1.0
736,Huaqiao University,China,Asia,Academic,1.0,3.0,0.030129557095510694,3.0,,,2018.0,2018.0,Transient,1.0,1.0
737,"Huashan Hospital, Fudan University",China,Asia,Academic,2.0,0.0,0.06025911419102139,0.0,,,2022.0,2023.0,Continuant,2.0,1.0
