,Inventor,Patent Count,Total Citations,Percentage of Total Patents,Average Citation Count,Degree Centrality,Betweenness Centrality,First Year,Last Year,2023 Classification,Duration (Years),Mean Patents/Year
2856,Huang Jingshuang,1.0,0.0,0.03013863773357444,0.0,0.0009910802775024777,0.0,2020.0,2020.0,Transient,1.0,1.0
2857,Huang Jiye,2.0,0.0,0.06027727546714888,0.0,0.0006607201850016519,7.27665401984198e-08,2022.0,2022.0,Transient,1.0,2.0
2858,Huang Jun,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2023.0,2023.0,Newcomer,1.0,1.0
2859,Huang Kai,2.0,3.0,0.06027727546714888,1.5,0.00044048012333443455,0.0,2022.0,2022.0,Transient,1.0,2.0
2860,Huang Kie Kyon,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2019.0,2019.0,Transient,1.0,1.0
2861,Huang Kun,1.0,3.0,0.03013863773357444,3.0,0.0007708402158352604,0.0,2018.0,2018.0,Transient,1.0,1.0
2862,Huang Lan,7.0,2.0,0.21097046413502107,0.2857142857142857,0.0005506001541680432,1.3340532369710298e-07,2017.0,2022.0,Terminator,6.0,1.1666666666666667
2863,Huang Leaf,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2023.0,2023.0,Newcomer,1.0,1.0
2864,Huang Li,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2022.0,2022.0,Transient,1.0,1.0
2865,Huang Liping,1.0,2.0,0.03013863773357444,2.0,0.00033036009250082593,0.0,2019.0,2019.0,Transient,1.0,1.0
2866,Huang Liting,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2021.0,2021.0,Transient,1.0,1.0
2867,Huang Lu,3.0,31.0,0.09041591320072333,10.333333333333334,0.00044048012333443455,0.0,2017.0,2017.0,Transient,1.0,3.0
2868,Huang Manru,1.0,0.0,0.03013863773357444,0.0,0.0009910802775024777,0.0,2023.0,2023.0,Newcomer,1.0,1.0
2869,Huang Masano,1.0,0.0,0.03013863773357444,0.0,0.001211320339169695,0.0,2021.0,2021.0,Transient,1.0,1.0
2870,Huang Meijin,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2023.0,2023.0,Newcomer,1.0,1.0
2871,Huang Mengjiao,3.0,4.0,0.09041591320072333,1.3333333333333333,0.0013214403700033037,2.668106473942059e-07,2019.0,2023.0,Continuant,5.0,0.6
2872,Huang Ming,1.0,0.0,0.03013863773357444,0.0,0.001211320339169695,0.0,2021.0,2021.0,Transient,1.0,1.0
2873,Huang Minying,1.0,1.0,0.03013863773357444,1.0,,,2015.0,2015.0,Transient,1.0,1.0
2874,Huang Po-Lin,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2018.0,2018.0,Transient,1.0,1.0
2875,Huang Pu,1.0,1.0,0.03013863773357444,1.0,0.0005506001541680432,0.0,2021.0,2021.0,Transient,1.0,1.0
2876,Huang Qihui,1.0,0.0,0.03013863773357444,0.0,0.0022024006166721727,0.0,2022.0,2022.0,Transient,1.0,1.0
2877,Huang Richard,1.0,4.0,0.03013863773357444,4.0,0.0019821605550049554,0.0,2019.0,2019.0,Transient,1.0,1.0
2878,Huang Richard Sheng Poe,2.0,0.0,0.06027727546714888,0.0,0.0006607201850016519,3.6383270099209904e-07,2022.0,2023.0,Continuant,2.0,1.0
2879,Huang Richard Y,3.0,1.0,0.09041591320072333,0.3333333333333333,0.003744081048342694,0.0004833046655988053,2017.0,2019.0,Terminator,3.0,1.0
2880,Huang Rui,1.0,1.0,0.03013863773357444,1.0,0.0006607201850016519,0.0,2018.0,2018.0,Transient,1.0,1.0
2881,Huang Run,1.0,0.0,0.03013863773357444,0.0,0.0007708402158352604,0.0,2022.0,2022.0,Transient,1.0,1.0
2882,Huang Shaopeng,2.0,8.0,0.06027727546714888,4.0,0.0006607201850016519,0.0,2018.0,2019.0,Terminator,2.0,1.0
2883,Huang Shengnan,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2023.0,2023.0,Newcomer,1.0,1.0
2884,Huang Shihui,1.0,1.0,0.03013863773357444,1.0,0.0008809602466688691,0.0,2021.0,2021.0,Transient,1.0,1.0
2885,Huang Shu-Pang Ben,1.0,0.0,0.03013863773357444,0.0,0.0008809602466688691,0.0,2022.0,2022.0,Transient,1.0,1.0
2886,Huang Shuoya,3.0,0.0,0.09041591320072333,0.0,0.0014315604008369124,1.4927824716816305e-06,2022.0,2023.0,Continuant,2.0,1.5
2887,Huang Siqie,1.0,10.0,0.03013863773357444,10.0,0.00044048012333443455,0.0,2016.0,2016.0,Transient,1.0,1.0
2888,Huang Taisheng,3.0,0.0,0.09041591320072333,0.0,0.0026428807400066074,0.00034843280540615467,2020.0,2023.0,Continuant,4.0,0.75
2889,Huang Tao,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2021.0,2021.0,Transient,1.0,1.0
2890,Huang Wan Ting,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2020.0,2020.0,Transient,1.0,1.0
2891,Huang Wang,1.0,1.0,0.03013863773357444,1.0,0.00033036009250082593,0.0,2019.0,2019.0,Transient,1.0,1.0
2892,Huang Wei,2.0,0.0,0.06027727546714888,0.0,0.0009910802775024777,4.851102679894653e-07,2022.0,2022.0,Transient,1.0,2.0
2893,Huang Weifeng,7.0,7.0,0.21097046413502107,1.0,0.0023125206475057814,0.0010135645511869485,2019.0,2022.0,Terminator,4.0,1.75
2894,Huang Weihong,1.0,0.0,0.03013863773357444,0.0,0.0009910802775024777,0.0,2020.0,2020.0,Transient,1.0,1.0
2895,Huang Weijia,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2023.0,2023.0,Newcomer,1.0,1.0
2896,Huang Wenhe,1.0,0.0,0.03013863773357444,0.0,0.0007708402158352604,0.0,2023.0,2023.0,Newcomer,1.0,1.0
2897,Huang Wentao,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2023.0,2023.0,Newcomer,1.0,1.0
2898,Huang Xianming,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2022.0,2022.0,Transient,1.0,1.0
2899,Huang Xiao,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2019.0,2019.0,Transient,1.0,1.0
2900,Huang Xiaochen,1.0,6.0,0.03013863773357444,6.0,0.0006607201850016519,0.0,2019.0,2019.0,Transient,1.0,1.0
2901,Huang Xiaohuan,1.0,1.0,0.03013863773357444,1.0,0.00022024006166721728,0.0,2021.0,2021.0,Transient,1.0,1.0
2902,Huang Xiaohui,1.0,1.0,0.03013863773357444,1.0,0.00033036009250082593,0.0,2018.0,2018.0,Transient,1.0,1.0
2903,Huang Xiaoxing,3.0,0.0,0.09041591320072333,0.0,0.001211320339169695,0.0001955995516358672,2019.0,2020.0,Terminator,2.0,1.5
2904,Huang Xinchao,1.0,2.0,0.03013863773357444,2.0,0.00044048012333443455,0.0,2018.0,2018.0,Transient,1.0,1.0
2905,Huang Xue F,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2021.0,2021.0,Transient,1.0,1.0
2906,Huang Xuefen,4.0,8.0,0.12055455093429776,2.0,0.00022024006166721728,0.0,2017.0,2019.0,Terminator,3.0,1.3333333333333333
2907,Huang Yahong,1.0,2.0,0.03013863773357444,2.0,0.00022024006166721728,0.0,2018.0,2018.0,Transient,1.0,1.0
2908,Huang Yanjie,2.0,1.0,0.06027727546714888,0.5,0.0005506001541680432,3.63832700992099e-08,2019.0,2023.0,Continuant,5.0,0.4
2909,Huang Yanshan,4.0,0.0,0.12055455093429776,0.0,0.0006607201850016519,0.0,2020.0,2022.0,Terminator,3.0,1.3333333333333333
2910,Huang Yihui,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2022.0,2022.0,Transient,1.0,1.0
2911,Huang Ying,3.0,7.0,0.09041591320072333,2.3333333333333335,0.0005506001541680432,0.0,2016.0,2020.0,Terminator,5.0,0.6
2912,Huang Yingfeng,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2021.0,2021.0,Transient,1.0,1.0
2913,Huang Yuanyuan,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2022.0,2022.0,Transient,1.0,1.0
2914,Huang Yue,2.0,0.0,0.06027727546714888,0.0,0.0009910802775024777,5.821323215873584e-07,2021.0,2022.0,Terminator,2.0,1.0
2915,Huang Yuji,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2022.0,2022.0,Transient,1.0,1.0
2916,Huang Zhengrong,1.0,1.0,0.03013863773357444,1.0,0.0007708402158352604,0.0,2022.0,2022.0,Transient,1.0,1.0
2917,Huang Zhonglian,1.0,2.0,0.03013863773357444,2.0,0.00011012003083360864,0.0,2017.0,2017.0,Transient,1.0,1.0
2918,Huangq Zhonglian,1.0,11.0,0.03013863773357444,11.0,0.00011012003083360864,0.0,2017.0,2017.0,Transient,1.0,1.0
2919,Hubby Thomas A,1.0,0.0,0.03013863773357444,0.0,0.001211320339169695,0.0,2021.0,2021.0,Transient,1.0,1.0
2920,Hueber Christian,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2018.0,2018.0,Transient,1.0,1.0
2921,Huet Benoit,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2021.0,2021.0,Transient,1.0,1.0
2922,Hughes Steven D,1.0,2.0,0.03013863773357444,2.0,0.0007708402158352604,0.0,2005.0,2005.0,Transient,1.0,1.0
2923,Hugo Willy,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2017.0,2017.0,Transient,1.0,1.0
2924,Hui Ada,1.0,1.0,0.03013863773357444,1.0,0.00011012003083360864,0.0,2020.0,2020.0,Transient,1.0,1.0
2925,Hui Kaiyuan,1.0,0.0,0.03013863773357444,0.0,0.0007708402158352604,0.0,2022.0,2022.0,Transient,1.0,1.0
2926,Hulsik David Lutje,1.0,13.0,0.03013863773357444,13.0,0.00044048012333443455,0.0,2017.0,2017.0,Transient,1.0,1.0
2927,Humphrey Rachel,2.0,0.0,0.06027727546714888,0.0,0.00044048012333443455,9.702205359789307e-08,2020.0,2020.0,Transient,1.0,2.0
2928,Humphrey Rachel Wallach,1.0,19.0,0.03013863773357444,19.0,,,2011.0,2011.0,Transient,1.0,1.0
2929,Hun Jung,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2023.0,2023.0,Newcomer,1.0,1.0
2930,Hung Mien-Chie,2.0,1.0,0.06027727546714888,0.5,0.0008809602466688691,4.365992411905188e-07,2017.0,2019.0,Terminator,3.0,0.6666666666666666
2931,Hunter John,3.0,0.0,0.09041591320072333,0.0,0.0019821605550049554,1.6332045688978665e-06,2020.0,2022.0,Terminator,3.0,1.0
2932,Huntington Kelsey,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2023.0,2023.0,Newcomer,1.0,1.0
2933,Huo Dandan,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2022.0,2022.0,Transient,1.0,1.0
2934,Huo Naifan,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2023.0,2023.0,Newcomer,1.0,1.0
2935,Huo Yongting,3.0,0.0,0.09041591320072333,0.0,0.0009910802775024777,7.73137564423413e-05,2021.0,2022.0,Terminator,2.0,1.5
2936,Huseni Mahrukh,6.0,6.0,0.18083182640144665,1.0,0.00242264067833939,5.442634012924308e-05,2018.0,2021.0,Terminator,4.0,1.5
2937,Huss Ralf,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2015.0,2015.0,Transient,1.0,1.0
2938,Hutchins Jeff,1.0,2.0,0.03013863773357444,2.0,0.00011012003083360864,0.0,2018.0,2018.0,Transient,1.0,1.0
2939,Hutchins Jeff T,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2020.0,2020.0,Transient,1.0,1.0
2940,Huy Nguyen Dinh,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2022.0,2022.0,Transient,1.0,1.0
2941,Hwang Andy,1.0,0.0,0.03013863773357444,0.0,0.0011012003083360864,0.0,2021.0,2021.0,Transient,1.0,1.0
2942,Hwang Juyoung,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2021.0,2021.0,Transient,1.0,1.0
2943,Hwang Samuel,1.0,2.0,0.03013863773357444,2.0,0.00044048012333443455,0.0,2020.0,2020.0,Transient,1.0,1.0
2944,Hwang So Hyun,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2019.0,2019.0,Transient,1.0,1.0
2945,Hwang Sun Hee,2.0,0.0,0.06027727546714888,0.0,0.00044048012333443455,0.0,2021.0,2022.0,Terminator,2.0,1.0
2946,Hwang Tae-Ho,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2019.0,2019.0,Transient,1.0,1.0
2947,Hwu Patrick,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2016.0,2016.0,Transient,1.0,1.0
2948,Hyde Fred,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2022.0,2022.0,Transient,1.0,1.0
2949,Hyer Marc,1.0,4.0,0.03013863773357444,4.0,0.0007708402158352604,0.0,2018.0,2018.0,Transient,1.0,1.0
2950,Hylander Bonnie,2.0,1.0,0.06027727546714888,0.5,0.00011012003083360864,0.0,2016.0,2021.0,Terminator,6.0,0.3333333333333333
2951,Hyo Hyun Park,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2023.0,2023.0,Newcomer,1.0,1.0
2952,Hyo Jin Lee,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2021.0,2021.0,Transient,1.0,1.0
2953,Hyun Ju Yoon,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2022.0,2022.0,Transient,1.0,1.0
2954,Hyun Seok Kim,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2022.0,2022.0,Transient,1.0,1.0
2955,Höger Thomas,1.0,14.0,0.03013863773357444,14.0,0.00033036009250082593,0.0,2016.0,2016.0,Transient,1.0,1.0
2956,Høgset Anders,1.0,0.0,0.03013863773357444,0.0,,,2016.0,2016.0,Transient,1.0,1.0
2957,Iacobucci Colleen,1.0,0.0,0.03013863773357444,0.0,0.0011012003083360864,0.0,2021.0,2021.0,Transient,1.0,1.0
2958,Iacobucci Corinne,1.0,0.0,0.03013863773357444,0.0,0.0011012003083360864,0.0,2021.0,2021.0,Transient,1.0,1.0
2959,Iakov Iurevich Ustiugov,1.0,0.0,0.03013863773357444,0.0,0.0013214403700033037,0.0,2023.0,2023.0,Newcomer,1.0,1.0
2960,Iakovlev Aleksandr Olegovich,2.0,0.0,0.06027727546714888,0.0,0.0008809602466688691,6.468136906526205e-08,2020.0,2022.0,Terminator,3.0,0.6666666666666666
2961,Iannone Robert,1.0,0.0,0.03013863773357444,0.0,0.0013214403700033037,0.0,2018.0,2018.0,Transient,1.0,1.0
2962,Ibrahim Nageatte,3.0,3.0,0.09041591320072333,1.0,0.0009910802775024777,0.0015295041639439852,2018.0,2022.0,Terminator,5.0,0.6
2963,Ibrahim Ramy,3.0,9.0,0.09041591320072333,3.0,0.0022024006166721727,7.370305465849686e-06,2015.0,2015.0,Transient,1.0,3.0
2964,Ichikawa Junya,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2023.0,2023.0,Newcomer,1.0,1.0
2965,Ichim Thomas,2.0,1.0,0.06027727546714888,0.5,0.00033036009250082593,4.8511026798946535e-08,2017.0,2021.0,Terminator,5.0,0.4
2966,Ichim Thomas E,3.0,2.0,0.09041591320072333,0.6666666666666666,0.00022024006166721728,0.0,2016.0,2017.0,Terminator,2.0,1.5
2967,Ichim Thomas Emanuel,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2021.0,2021.0,Transient,1.0,1.0
2968,Idit Sagiv-Barfi,2.0,0.0,0.06027727546714888,0.0,0.0005506001541680432,4.8511026798946535e-08,2016.0,2020.0,Terminator,5.0,0.4
2969,Iebba Valerio,1.0,1.0,0.03013863773357444,1.0,0.00044048012333443455,0.0,2019.0,2019.0,Transient,1.0,1.0
2970,Iezzi Giandomenica,1.0,4.0,0.03013863773357444,4.0,0.00033036009250082593,0.0,2019.0,2019.0,Transient,1.0,1.0
2971,Igawa Naoko,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2021.0,2021.0,Transient,1.0,1.0
2972,Igawa Tomoyuki,5.0,0.0,0.1506931886678722,0.0,0.0015416804316705209,1.6632352045353101e-07,2019.0,2022.0,Terminator,4.0,1.25
2973,Ignatiev Vasily,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2018.0,2018.0,Transient,1.0,1.0
2974,Igo Naoko,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2022.0,2022.0,Transient,1.0,1.0
2975,Iijima Hiroshi,1.0,2.0,0.03013863773357444,2.0,0.0008809602466688691,0.0,2016.0,2016.0,Transient,1.0,1.0
2976,Iiyinskii Petr,1.0,47.0,0.03013863773357444,47.0,0.00011012003083360864,0.0,2015.0,2015.0,Transient,1.0,1.0
2977,Iizuka Akira,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2022.0,2022.0,Transient,1.0,1.0
2978,Iizuka Koho,1.0,0.0,0.03013863773357444,0.0,0.0011012003083360864,0.0,2023.0,2023.0,Newcomer,1.0,1.0
2979,Ikeda Osamu,2.0,2.0,0.06027727546714888,1.0,0.001211320339169695,9.095817524802475e-09,2020.0,2021.0,Terminator,2.0,1.0
2980,Ilaria Robert Leslie,1.0,1.0,0.03013863773357444,1.0,0.00011012003083360864,0.0,2018.0,2018.0,Transient,1.0,1.0
2981,Im Ellie,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2018.0,2018.0,Transient,1.0,1.0
2982,Im Eun Ju,2.0,0.0,0.06027727546714888,0.0,0.00033036009250082593,0.0,2019.0,2020.0,Terminator,2.0,1.0
2983,Im Jung-Min,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2022.0,2022.0,Transient,1.0,1.0
2984,Im Keon Il,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2021.0,2021.0,Transient,1.0,1.0
2985,Im Sin Hyeog,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2022.0,2022.0,Transient,1.0,1.0
2986,Im So Jeong,2.0,0.0,0.06027727546714888,0.0,0.0014315604008369124,0.0,2019.0,2021.0,Terminator,3.0,0.6666666666666666
2987,Im Sun-A,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2018.0,2018.0,Transient,1.0,1.0
2988,Im Sun-Kyoung,1.0,0.0,0.03013863773357444,0.0,0.0007708402158352604,0.0,2022.0,2022.0,Transient,1.0,1.0
2989,Imaizumi Akira,2.0,0.0,0.06027727546714888,0.0,0.0023125206475057814,4.365992411905188e-07,2022.0,2023.0,Continuant,2.0,1.0
2990,Imaizumi Atsushi,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2015.0,2015.0,Transient,1.0,1.0
2991,Imbert Caroline,2.0,16.0,0.06027727546714888,8.0,0.0006607201850016519,0.0,2017.0,2019.0,Terminator,3.0,0.6666666666666666
2992,In Ah Kim,1.0,3.0,0.03013863773357444,3.0,0.00044048012333443455,0.0,2019.0,2019.0,Transient,1.0,1.0
2993,Inagaki Ryosaku,1.0,0.0,0.03013863773357444,0.0,0.0007708402158352604,0.0,2023.0,2023.0,Newcomer,1.0,1.0
2994,Inamdar Sandeep P,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2019.0,2019.0,Transient,1.0,1.0
2995,Ingale Mahesh,3.0,0.0,0.09041591320072333,0.0,0.0022024006166721727,1.5462889792164207e-07,2022.0,2022.0,Transient,1.0,3.0
2996,Inge Landon J,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2015.0,2015.0,Transient,1.0,1.0
2997,Ingham James Alexander,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2022.0,2022.0,Transient,1.0,1.0
2998,Inglis Daniel,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2020.0,2020.0,Transient,1.0,1.0
2999,Inglis Daniel John,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2017.0,2017.0,Transient,1.0,1.0
3000,Inoue Kengo,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2022.0,2022.0,Transient,1.0,1.0
3001,Inui Masanori,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2020.0,2020.0,Transient,1.0,1.0
3002,Ioan Andreea,1.0,0.0,0.03013863773357444,0.0,0.0026428807400066074,0.0,2023.0,2023.0,Newcomer,1.0,1.0
3003,Ioffe Ella,3.0,0.0,0.09041591320072333,0.0,0.0005506001541680432,0.00010424612325215489,2014.0,2022.0,Terminator,9.0,0.3333333333333333
3004,Iorio Chiara,2.0,1.0,0.06027727546714888,0.5,0.0006607201850016519,0.0,2019.0,2020.0,Terminator,2.0,1.0
3005,Ioroi Tadaaki,2.0,0.0,0.06027727546714888,0.0,0.0006607201850016519,2.182996205952594e-07,2019.0,2023.0,Continuant,5.0,0.4
3006,Ip Philbert,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2023.0,2023.0,Newcomer,1.0,1.0
3007,Irvine Darrell,2.0,16.0,0.06027727546714888,8.0,0.0006607201850016519,5.821323215873584e-07,2015.0,2020.0,Terminator,6.0,0.3333333333333333
3008,Irvine Darrell J,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2019.0,2019.0,Transient,1.0,1.0
3009,Isaac Roger E,1.0,0.0,0.03013863773357444,0.0,0.0008809602466688691,0.0,2022.0,2022.0,Transient,1.0,1.0
3010,Isaacs John T,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2022.0,2022.0,Transient,1.0,1.0
3011,Isaacs Randi,3.0,3.0,0.09041591320072333,1.0,0.0022024006166721727,1.7463969647620754e-05,2017.0,2022.0,Terminator,6.0,0.5
3012,Isaacs Randi Ellen,1.0,0.0,0.03013863773357444,0.0,0.0008809602466688691,0.0,2022.0,2022.0,Transient,1.0,1.0
3013,Isaji Yuki,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2021.0,2021.0,Transient,1.0,1.0
3014,Ishida Saori,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2017.0,2017.0,Transient,1.0,1.0
3015,Ishiguro Susumu,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2022.0,2022.0,Transient,1.0,1.0
3016,Ishihara Goshi,1.0,1.0,0.03013863773357444,1.0,0.00033036009250082593,0.0,2018.0,2018.0,Transient,1.0,1.0
3017,Ishii Chiaki,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2017.0,2017.0,Transient,1.0,1.0
3018,Ishii Hidenobu,1.0,0.0,0.03013863773357444,0.0,0.0009910802775024777,0.0,2022.0,2022.0,Transient,1.0,1.0
3019,Ishii Yuko,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2020.0,2020.0,Transient,1.0,1.0
3020,Ishikawa Yoshinobu,1.0,0.0,0.03013863773357444,0.0,0.0005506001541680432,0.0,2022.0,2022.0,Transient,1.0,1.0
3021,Ishiwata Yoshiro,2.0,5.0,0.06027727546714888,2.5,0.00044048012333443455,0.0,2015.0,2015.0,Transient,1.0,2.0
3022,Ishizaki Hiromu,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2019.0,2019.0,Transient,1.0,1.0
3023,Ishizawa Yohei,1.0,2.0,0.03013863773357444,2.0,0.0008809602466688691,0.0,2016.0,2016.0,Transient,1.0,1.0
3024,Israel Lowy,16.0,96.0,0.48221820373719104,6.0,0.003633961017509085,0.0022008124821937913,2004.0,2023.0,Continuant,20.0,0.8
3025,Italiano Antoine,1.0,0.0,0.03013863773357444,0.0,0.00011012003083360864,0.0,2021.0,2021.0,Transient,1.0,1.0
3026,Ito Hidenori,1.0,0.0,0.03013863773357444,0.0,0.00022024006166721728,0.0,2018.0,2018.0,Transient,1.0,1.0
3027,Ito Masafumi,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2019.0,2019.0,Transient,1.0,1.0
3028,Ito Satoru,2.0,5.0,0.06027727546714888,2.5,0.00044048012333443455,0.0,2015.0,2015.0,Transient,1.0,2.0
3029,Ivanov Roman Alekseevich,2.0,0.0,0.06027727546714888,0.0,0.0022024006166721727,4.002159710913089e-07,2016.0,2019.0,Terminator,4.0,0.5
3030,Iwahori Kota,1.0,0.0,0.03013863773357444,0.0,,,2022.0,2022.0,Transient,1.0,1.0
3031,Iwai Toshiki,3.0,0.0,0.09041591320072333,0.0,0.0008809602466688691,2.910661607936792e-07,2018.0,2023.0,Continuant,6.0,0.5
3032,Iwai Yoshiko,2.0,32.0,0.06027727546714888,16.0,0.0005506001541680432,6.791543751852515e-07,2003.0,2019.0,Terminator,17.0,0.11764705882352941
3033,Iwai Yoshinori,2.0,2.0,0.06027727546714888,1.0,0.001211320339169695,9.095817524802475e-09,2020.0,2021.0,Terminator,2.0,1.0
3034,Iwamoto Fabio M,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2021.0,2021.0,Transient,1.0,1.0
3035,Iwasaki Akiko,2.0,0.0,0.06027727546714888,0.0,0.0005506001541680432,0.0001511603595055174,2019.0,2019.0,Transient,1.0,2.0
3036,Iwasaki Shiho,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2020.0,2020.0,Transient,1.0,1.0
3037,Iwata Takeyuki,1.0,1.0,0.03013863773357444,1.0,0.00022024006166721728,0.0,2019.0,2019.0,Transient,1.0,1.0
3038,Iwata Tomomi,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2017.0,2017.0,Transient,1.0,1.0
3039,Izar Benjamin,1.0,19.0,0.03013863773357444,19.0,0.00044048012333443455,0.0,2018.0,2018.0,Transient,1.0,1.0
3040,Izquierdo Simone,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2021.0,2021.0,Transient,1.0,1.0
3041,Izumi Raquel,2.0,37.0,0.06027727546714888,18.5,0.0008809602466688691,0.0,2015.0,2016.0,Terminator,2.0,1.0
3042,Izumi Yasuyuki,1.0,0.0,0.03013863773357444,0.0,0.00033036009250082593,0.0,2023.0,2023.0,Newcomer,1.0,1.0
3043,J Rosi,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2022.0,2022.0,Transient,1.0,1.0
3044,Jabbarzadeh Ehsan,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2022.0,2022.0,Transient,1.0,1.0
3045,Jablonski Sandra,1.0,0.0,0.03013863773357444,0.0,0.00044048012333443455,0.0,2022.0,2022.0,Transient,1.0,1.0
3046,Jabri Salman Y,1.0,0.0,0.03013863773357444,0.0,0.0025327607091729988,0.0,2018.0,2018.0,Transient,1.0,1.0
3047,Jackman Joshua Alexander,1.0,0.0,0.03013863773357444,0.0,0.0006607201850016519,0.0,2022.0,2022.0,Transient,1.0,1.0
3048,Jackson Crystal,2.0,0.0,0.06027727546714888,0.0,0.0005506001541680432,1.455330803968396e-07,2019.0,2023.0,Continuant,5.0,0.4
3049,Jackson Donald G,1.0,2.0,0.03013863773357444,2.0,0.0016518004625041295,0.0,2020.0,2020.0,Transient,1.0,1.0
