,Application Year,Lens ID,Applicant
1423,2019,058-688-597-139-112,University Of Texas
1424,2022,193-490-330-692-913,"Renji Hospital, Shanghai Jiaotong University School Of Medicine"
1425,2016,090-160-037-048-743,Shanghai Yuyan Biotech Co. Ltd.
1426,2021,077-951-822-618-828,First Wave Bio Inc.
1427,2020,092-022-733-152-410,University Of Tohoku
1428,2021,021-690-434-964-695,Huang Tao
1429,2021,021-690-434-964-695,Andtbacka Robert
1430,2021,021-690-434-964-695,Birdie Biopharmaceuticals Inc.
1431,2021,021-690-434-964-695,Li Lixin
1432,2020,037-854-228-245-015,University Of Mudanjiang Medical
1433,2022,039-143-088-248-346,Hualan Genetic Engineering Co. Ltd.
1434,2022,119-219-366-435-079,University Of Huazhong Science And Technology
1435,2019,113-737-117-488-577,Bristol Myers Squibb Co.
1436,2016,162-562-103-593-451,Pharmacyclics Llc
1437,2020,140-387-694-645-474,Chia Tai Tianqing Pharmaceutical Group Co. Ltd.
1438,2023,149-985-828-088-341,Beijing Hanmi Pharma Co. Ltd.
1439,2020,110-656-856-827-399,Autotelic Bio Inc.
1440,2023,169-361-689-330-467,Shanghai Junshi Bioscience Co Ltd
1441,2023,169-361-689-330-467,Junmeng Biosciences Co. Ltd.
1442,2022,007-335-894-470-190,Checkmate Pharmaceuticals Inc.
1443,2020,048-026-565-630-040,Icahn School Of Medicine At Mount Sinai
1444,2020,114-635-885-240-557,Qurebio Ltd.
1445,2017,045-760-198-036-687,Beigene Switzerland Gmbh
1446,2018,114-146-141-908-49X,University Of Tsinghua
1447,2022,105-817-717-272-104,Biocad Joint Stock Co.
1448,2023,079-356-446-030-233,Inxmed Nanjing Co. Ltd.
1449,2021,104-147-307-780-644,Inserm
1450,2021,104-147-307-780-644,Centre National De La Recherche Scientifique (Cnrs)
1451,2021,104-147-307-780-644,University Côte D'Azur
1452,2021,164-010-373-723-583,Randox Laboratories Ltd.
1453,2017,113-717-430-809-527,Nant Holdings Ip Llc
1454,2017,113-717-430-809-527,Nantcell Inc.
1455,2022,110-863-005-739-317,Oncoc4 Inc.
1456,2017,126-942-772-292-831,Nantomics Llc
1457,2023,159-341-421-335-442,Istari Oncology Inc.
1458,2018,152-455-564-403-546,Mersana Therapeutics Inc.
1459,2018,152-455-564-403-546,Millennium Pharmaceuticals Inc.
1460,2019,130-005-288-856-525,Tikcro Tech Ltd.
1461,2019,130-005-288-856-525,Yeda Research And Development
1462,2022,173-574-476-694-148,Bristol Myers Squibb Co.
1463,2022,173-574-476-694-148,Vaknin Ilan
1464,2022,173-574-476-694-148,Lamon Brian D
1465,2022,173-574-476-694-148,Barbiro Inbal
1466,2022,173-574-476-694-148,Levine Zurit
1467,2022,173-574-476-694-148,Wool Assaf
1468,2022,173-574-476-694-148,Compugen Ltd.
1469,2022,173-574-476-694-148,Basciano Paul A
1470,2022,136-948-942-185-730,Mayo Foundation
1471,2017,111-476-295-163-534,Uab Research Foundation
1472,2017,111-476-295-163-534,In8Bio Inc.
1473,2019,171-977-937-401-242,Korea Advanced Institute Of Science And Technology
1474,2021,087-165-313-815-457,Exelixis Inc.
1475,2018,175-467-734-451-501,Institute Of Microbiology Cas
1476,2021,163-102-742-958-452,University Of China Pharma
1477,2020,139-727-301-419-744,Kotobuki Pharmaceutical Co. Ltd.
1478,2020,139-727-301-419-744,Astellas Pharma Inc.
1479,2021,181-714-124-282-520,Shanghai Maishi Biotechnology Co. Ltd.
1480,2021,181-714-124-282-520,Shenzhen Chuangshi Biopharmaceutical Co. Ltd.
1481,2021,181-714-124-282-520,Dartsbio Pharmaceuticals Ltd
1482,2017,198-407-273-092-269,Merck Patent Gmbh
1483,2020,099-141-183-965-893,Chia Tai Tianqing Pharmaceutical Group Co. Ltd.
1484,2021,157-484-512-996-09X,Kotobuki Pharmaceutical Co. Ltd.
1485,2021,157-484-512-996-09X,Astellas Pharma Inc.
1486,2021,074-554-799-207-853,Bristol Myers Squibb Co.
1487,2021,074-554-799-207-853,Halozyme Inc.
1488,2022,164-464-988-957-403,University Of Tongji
1489,2017,084-503-737-877-651,Innovent Biologics Inc.
1490,2021,013-911-716-303-496,Sunshine Guojian Pharmaceutical Shanghai Co. Ltd.
1491,2018,076-434-530-566-964,Beth Israel Deaconess Medical Center Inc.
1492,2020,007-574-029-373-220,Shih Ming Che
1493,2020,007-574-029-373-220,Academia Sinica
1494,2019,019-756-557-245-735,Inserm
1495,2019,019-756-557-245-735,University Of Aix-Marseille
1496,2019,019-756-557-245-735,Centre National De La Recherche Scientifique (Cnrs)
1497,2019,019-756-557-245-735,University Of Aarhus
1498,2021,088-605-647-279-060,Celldex Therapeutics Inc.
1499,2016,170-682-991-961-019,Kowa Co.
1500,2016,170-682-991-961-019,Keio Gijuku
1501,2020,008-573-178-407-561,Zhejiang Doer Biologics Co. Ltd.
1502,2019,135-075-457-178-24X,Wuxi Biologics (Shanghai) Co. Ltd.
1503,2023,198-047-359-454-076,Xiangyang Central Hospital
1504,2016,141-267-366-475-103,Inserm
1505,2016,141-267-366-475-103,University Of Aix-Marseille
1506,2016,141-267-366-475-103,Centre National De La Recherche Scientifique (Cnrs)
1507,2016,141-267-366-475-103,Institut Jean Paoli & Irene Calmettes
1508,2022,039-768-325-089-44X,Io Therapeutics Inc.
1509,2022,189-773-433-178-664,University Of Basel
1510,2006,070-146-533-572-636,"Singh, Satish, Kumar"
1511,2006,070-146-533-572-636,"Abate, Justin, Donald"
1512,2006,070-146-533-572-636,"Nema, Sandeep"
1513,2006,070-146-533-572-636,"Elliott, Carrie, Marie"
1514,2006,070-146-533-572-636,Pharmacia & Upjohn Company Llc
1515,2006,070-146-533-572-636,"Muthurania, Kevin, Wamiti"
1516,2006,070-146-533-572-636,"Das, Tapan, Kanti"
1517,2019,042-742-108-750-070,Bristol Myers Squibb Co.
1518,2021,147-977-598-946-087,"Zhongshan Hospital, Fudan University"
1519,2022,195-364-608-105-61X,University Of Zhongshan
1520,2022,195-364-608-105-61X,Sun Yat Sen University Shenzhen
1521,2016,150-428-651-264-453,Liu Lile
1522,2016,150-428-651-264-453,Harbour Biomed Ltd.
1523,2022,162-367-286-079-602,University Of Basel
1524,2016,113-577-388-920-691,University Of California
1525,2018,149-505-699-360-63X,Forty Seven Inc.
1526,2023,021-874-098-211-227,Galperin Moran
1527,2023,021-874-098-211-227,Menachem Assaf
1528,2023,021-874-098-211-227,Blat Dan
1529,2023,021-874-098-211-227,Compugen Ltd.
1530,2023,021-874-098-211-227,Novik Amit
1531,2023,021-874-098-211-227,Sever Iital
1532,2023,021-874-098-211-227,Perpinial Michal
1533,2023,021-874-098-211-227,Alteber Zoya
1534,2023,021-874-098-211-227,Chiasson Alissa M
1535,2023,021-874-098-211-227,Fridman Kfir Tal
1536,2023,021-874-098-211-227,Nielson Nels P
1537,2023,021-874-098-211-227,Erlich Ziv
1538,2023,021-874-098-211-227,Ophir Eran
1539,2023,021-874-098-211-227,Leiderman Olga
1540,2023,021-874-098-211-227,Cohen Nadav
1541,2023,021-874-098-211-227,Toporik Amir
1542,2023,021-874-098-211-227,Tilleman Hadas Galon
1543,2023,021-874-098-211-227,Tatirovsky Evgeny
1544,2023,021-874-098-211-227,Cojocaru Gad
1545,2019,042-430-449-151-700,Duke University
1546,2020,086-771-128-035-030,Fundacio Institut Hospital Del Mar D'Investigacions Mediques Imim
1547,2017,160-439-687-714-66X,Okuno Tetsuji
1548,2019,176-458-886-563-854,Apexigen Inc.
1549,2022,165-200-096-554-112,Epiaxis Therapeutics Pty Ltd.
1550,2019,041-491-501-138-54X,University Of Tokyo
1551,2014,051-328-577-633-072,Genentech Inc.
1552,2017,075-745-951-502-178,Pharmabcine Inc.
1553,2017,040-201-594-597-766,Vaxiion Therapeutics Llc
1554,2022,093-990-968-151-708,"Hokkaido University, National University Corporation"
1555,2020,034-672-115-010-432,Stanford University
1556,2020,038-493-678-372-367,University Of Jinan
1557,2020,038-493-678-372-367,Foshan Canton Biotechnology Co. Ltd.
1558,2014,163-435-371-949-383,Emory University
1559,2014,163-435-371-949-383,Dana-Farber Cancer Institute Inc.
1560,2014,163-435-371-949-383,Harvard College
1561,2020,059-118-169-231-635,Pharmacyclics Llc
1562,2020,059-118-169-231-635,University Board Of Trustees Of Leland Stanford Junior
1563,2017,077-469-103-027-153,Modernatx Inc.
1564,2019,085-986-716-771-01X,Dongda Biotechnology Suzhou Co. Ltd.
1565,2019,016-214-183-419-95X,University Of Navarra
1566,2019,016-214-183-419-95X,Centro De Investigaciones Energeticas Medioambientales Y Tecnologicas O.A.M.P.
1567,2019,016-214-183-419-95X,Fundacion Para La Investigacion Medica Aplicada
1568,2021,022-111-090-243-727,University Of Shandong 2Nd Hospital
1569,2021,022-111-090-243-727,University Of Shandong
1570,2019,178-157-211-436-930,Fudan University
1571,2019,012-884-150-835-68X,Penn State Research Foundation
1572,2017,185-034-245-929-42X,Lianhe Yikang Beijing Biotechnology Co. Ltd.
1573,2023,127-705-447-115-724,Sungkwang Medical Foundation
1574,2023,127-705-447-115-724,Oncocross Co. Ltd.
1575,2019,097-235-325-374-488,Beijing Immune Ark Pharmaceutical Tech Co. Ltd.
1576,2019,038-062-758-774-003,Korea Advanced Institute Of Science And Technology
1577,2018,161-959-450-987-702,Nanjing Shunxin Pharmaceutical Co. Ltd.
1578,2018,161-959-450-987-702,Chia Tai Tianqing Pharmaceutical Group Co. Ltd.
1579,2017,082-248-066-738-07X,Wuxi Biologics (Shanghai) Co. Ltd.
1580,2017,082-248-066-738-07X,Wuxi Apptec Biotechnology Co. Ltd.
1581,2017,082-248-066-738-07X,Wuxi Apptec (Suzhou) Testing Technology Co. Ltd.
1582,2017,167-817-407-246-495,Epiaxis Therapeutics Pty Ltd.
1583,2022,085-975-753-713-210,Juno Therapeutics Inc.
1584,2020,073-486-757-811-704,Ensemble Group Holdings
1585,2020,158-480-065-517-04X,Bio-Thera Solutions Ltd.
1586,2022,082-192-109-886-874,Medicinova Inc.
1587,2017,095-294-137-013-05X,Nodus Therapeutics
1588,2023,039-918-085-022-115,The Wistar Institute Of Anatomy And Biology
1589,2023,039-918-085-022-115,The Board Of Regents Of The University Of Texas System
1590,2017,047-306-995-758-845,Wistar Institute
1591,2017,047-306-995-758-845,University Of Texas
1592,2019,093-257-562-473-449,Fudan University
1593,2016,196-517-208-938-402,Cleveland Clinic Foundation
1594,2022,134-659-550-311-212,Chia Tai Tianqing Pharmaceutical Group Co. Ltd.
1595,2017,186-812-103-607-227,Foundation For Biomedical Research And Innovation At Kobe
1596,2017,186-812-103-607-227,University Of Osaka
1597,2017,186-812-103-607-227,Genomidea Inc.
1598,2022,116-926-819-085-918,Natural Medicine Institute Of Zhejiang Yangshengtang Co. Ltd.
1599,2018,068-168-819-802-498,Suzhou Synbio Tech Biotechnology Co. Ltd.
1600,2018,115-070-876-062-85X,Nektar Therapeutics
1601,2018,115-070-876-062-85X,Bioxcel Therapeutics Inc.
1602,2019,117-072-055-846-835,Replimune Ltd.
1603,2022,177-952-783-335-98X,Sun Yat-Sen University Cancer Center Sun Yat-Sen University Affiliated Cancer Hospital Sun Yat-Sen University Cancer Institute
1604,2018,111-836-659-053-579,University Of Southeast
1605,2019,028-429-080-720-014,Alvarez Breckenridge Christopher Allen
1606,2019,028-429-080-720-014,Brastianos Kaliopi Priscilla
1607,2019,028-429-080-720-014,Massachusetts General Hospital
1608,2019,028-429-080-720-014,Dana-Farber Cancer Institute Inc.
1609,2019,028-429-080-720-014,Massachusetts Institute Of Technology
1610,2014,111-496-901-354-997,Henan Health Weiye Biomedical Research Co. Ltd.
1611,2016,081-581-112-347-823,Nant Holdings Ip Llc
1612,2019,134-393-288-707-338,Nanjing Congyi Pharmaceutical Tech Company
1613,2022,168-990-711-751-600,Shanghai Junshi Bioscience Co Ltd
1614,2022,168-990-711-751-600,Junmeng Biosciences Co. Ltd.
1615,2020,090-802-283-481-384,The University Of Vermont And State Agricultural College
1616,2018,133-426-103-434-815,Nbe Therapeutics Ag
1617,2019,120-452-508-245-411,Massachusetts General Hospital
1618,2017,006-525-922-951-399,Erasmus Medical Center Rotterdam
1619,2019,126-478-580-280-418,"Institute Of Biophysics, Chinese Academy Of Sciences"
1620,2020,102-711-694-180-738,Zhou Xuan
1621,2020,102-711-694-180-738,Dansey Roger Delemere
1622,2020,102-711-694-180-738,Su Shu Chih
1623,2020,102-711-694-180-738,Zhao Jing
1624,2020,102-711-694-180-738,Aktan Gursel
1625,2020,102-711-694-180-738,Mejia Jaime A
1626,2020,102-711-694-180-738,Karantza Vassiliki
1627,2020,102-711-694-180-738,Merck Sharp & Dohme Corp.
1628,2020,102-711-694-180-738,Guo Zifang
1629,2017,098-733-700-558-368,Beigene Ltd.
1630,2018,173-524-767-629-906,Hualan Genetic Engineering Co. Ltd.
1631,2018,173-524-767-629-906,Hualan Biological Engineering Inc.
1632,2019,120-453-690-302-287,Beijing Dongfang Biotech Co. Ltd.
1633,2022,112-504-289-160-769,Seoul National University Hospital
1634,2022,112-504-289-160-769,Seoul National University Research & Development Foundation
1635,2017,103-587-613-602-478,Regeneron Pharmaceuticals Inc.
1636,2022,063-197-275-476-129,Inxmed Nanjing Co. Ltd.
1637,2017,141-470-727-062-966,Shanghai Henlius Biotech Inc.
1638,2018,087-745-102-854-641,Hoffmann La Roche
1639,2018,057-462-969-483-822,Immuneonco Biopharmaceuticals Shanghai Inc
1640,2021,058-709-808-917-333,University Of Texas
1641,2021,164-863-819-608-69X,The First Affiliated Hospital Of Naval Medical University Of Chinese People'S Liberation Army
1642,2021,043-008-035-111-314,Origimed Tech Shanghai Co. Ltd.
1643,2021,043-008-035-111-314,Shanghai Zhiben Medical Testing Office Co. Ltd.
1644,2018,110-479-599-677-283,Genentech Inc.
1645,2018,110-479-599-677-283,Foundation Medicine Inc.
1646,2021,187-116-317-928-904,Innovent Biologics (Suzhou) Co. Ltd.
1647,2020,007-594-578-179-55X,Bio-Thera Solutions Ltd.
1648,2019,071-017-426-454-760,Yale University
1649,2021,017-727-048-365-215,Wuhan University
1650,2021,139-799-584-003-521,Lanwin Biotechnology Ltd. Company In Foshan City
1651,2021,139-799-584-003-521,Guangdong South Core Medical Science And Technology Limited Company
1652,2018,003-847-701-039-702,Terumo Corp.
1653,2018,003-088-878-244-301,Progastrine Et Cancers S.A.R.L.
1654,2020,025-363-046-838-002,Shenzhen Chipscreen Biosciences Co. Ltd.
1655,2021,022-824-659-580-817,Novartis Ag
1656,2021,053-819-812-834-253,Liang Yalong
1657,2023,027-966-809-364-286,Crown Bioscience Inc.
1658,2019,021-886-749-365-763,Wang Cheng
1659,2022,116-470-020-054-579,Hangzhou Meisai Biological Medicine Technology Co. Ltd.
1660,2019,109-329-958-012-656,Chen Yan
1661,2019,109-329-958-012-656,Sheng Juan
1662,2019,109-329-958-012-656,Xu Gang G
1663,2019,109-329-958-012-656,Jiang Juanjuan
1664,2023,077-228-826-992-128,Bristol Myers Squibb Co.
1665,2023,077-228-826-992-128,Five Prime Therapeutics Inc.
1666,2018,094-674-383-677-677,Johns Hopkins University
1667,2021,055-725-205-772-009,Heada Biopharmaceutical Suzhou Co. Ltd.
1668,2022,146-678-700-025-932,Suzhou Baidai Medical Science And Technology Limited Company
1669,2021,013-809-184-579-203,"Changchun Institute Of Applied Chemistry, Chinese Academy Of Sciences"
1670,2021,188-566-231-564-104,Wenzhou Medical University Yixi Biological Medicine Research Institute
1671,2021,188-566-231-564-104,Hospital For People In Zhuang
1672,2021,057-173-296-592-758,University Of Florida
1673,2020,069-405-431-779-597,Cellemedy Co. Ltd.
1674,2023,126-809-889-257-471,Inserm
1675,2023,126-809-889-257-471,University Of Toulouse 3 Paul Sabatier
1676,2023,126-809-889-257-471,Centre National De La Recherche Scientifique (Cnrs)
1677,2023,126-809-889-257-471,Institute Claudius Regaud
1678,2020,172-517-328-666-770,Shenzhen Xbiome Biotech Co. Ltd.
1679,2019,152-614-365-302-561,Debiopharm International Sa
1680,2021,074-371-422-776-595,Chan Zuckerberg Biohub Inc.
1681,2021,074-371-422-776-595,University Of California
1682,2022,042-166-168-798-110,Genexine Inc.
1683,2022,042-166-168-798-110,Neoimmunetech Inc.
1684,2016,175-385-090-427-32X,Health Research Inc.
1685,2020,107-664-558-674-277,Sunshine Guojian Pharmaceutical Shanghai Co. Ltd.
1686,2022,155-230-265-447-057,Nanjing Medical University
1687,2018,106-407-394-275-486,Pharmabcine Inc.
1688,2017,054-643-161-255-177,Epizyme Inc.
1689,2020,188-975-026-406-841,Stanford University
1690,2021,108-284-343-383-917,Health Research Inc.
1691,2020,149-264-337-342-456,Chengdu Huaxi Haiqi Medical Technology Co. Ltd.
1692,2023,003-632-843-274-072,Chia Tai Tianqing Pharmaceutical Group Co. Ltd.
1693,2023,003-632-843-274-072,Nanjing Shunxin Pharmaceuticals Co. Ltd. Of Chiatai Tianqing Pharmaceutical Group
1694,2017,167-849-039-197-015,Henlius Inc.
1695,2017,167-849-039-197-015,Henlius Biotech Co. Ltd.
1696,2020,013-329-701-679-112,Nodus Therapeutics
1697,2020,060-915-639-814-77X,Ohio State Innovation Foundation
1698,2004,176-826-632-232-963,Medarex Inc.
1699,2019,001-879-390-479-797,Fudan University
1700,2020,084-711-043-640-672,Northshore University Health System
1701,2020,084-711-043-640-672,Multivir Inc.
1702,2022,065-665-170-243-887,Amgen Inc.
1703,2015,127-517-153-424-435,3M Innovative Properties Co.
1704,2015,127-517-153-424-435,University Of Texas
1705,2022,117-769-004-304-569,Genentech Inc.
1706,2022,117-769-004-304-569,Hoffmann La Roche
1707,2022,084-848-502-770-087,Seagen Inc.
1708,2021,195-706-932-323-368,Tianjin Medical University Cancer Institute And Hospital
1709,2021,195-706-932-323-368,Chia Tai Tianqing Pharmaceutical Group Co. Ltd.
1710,2019,116-198-624-342-707,Multivir Inc.
1711,2021,155-084-232-738-664,Wistar Institute
1712,2021,156-550-511-284-361,Virocure Inc.
1713,2019,131-396-120-357-21X,Wuxi Biologics (Shanghai) Co. Ltd.
1714,2020,011-550-176-211-836,University Of Texas
1715,2020,038-356-413-163-569,Cytlimic Inc.
1716,2018,117-480-575-540-226,Hoshino Tatsuo
1717,2019,017-728-001-658-20X,C Biomex Co. Ltd.
1718,2022,092-856-408-106-18X,Cytomx Therapeutics Inc.
1719,2022,021-686-489-834-378,Beijing Huirui Weimian Technology Co. Ltd.
1720,2022,075-273-084-519-453,Bristol Myers Squibb Co.
1721,2021,032-828-047-493-780,"Nanfang Hospital, Southern Medical University"
1722,2023,100-550-061-743-468,Kanyr Pharma Inc.
1723,2015,080-382-531-107-834,Innovent Biologics Inc.
1724,2021,015-103-312-231-470,University Of Pittsburgh
1725,2021,036-601-349-357-548,University Of Science And Technology China
1726,2020,012-468-004-943-823,National Dong Hwa University
1727,2016,057-744-228-476-17X,Syndax Pharmaceuticals Inc.
1728,2022,066-622-181-970-322,Beyondspring Pharmaceuticals Inc.
1729,2020,029-839-202-135-330,Bayer Pharma Ag
1730,2021,122-969-450-739-543,Pfizer
1731,2014,170-870-986-450-925,Shanghai Cp Guojian Pharmaceutical Co. Ltd.
1732,2022,093-107-591-101-35X,The First People'S Hospital Of Lianyungang
1733,2022,033-168-207-943-070,Immunesensor Therapeutics Inc.
1734,2022,033-168-207-943-070,University Of Texas
1735,2019,081-811-212-206-586,Memorial Sloan Kettering Cancer Center
1736,2021,086-670-989-325-053,Innosign B.V.
1737,2021,086-670-989-325-053,Koninklijke Philips Nv
1738,2021,186-007-875-128-849,Ucellpharma
1739,2022,087-689-921-631-595,Puretech Lyt Inc.
1740,2022,062-419-805-378-636,Advanced Biodesign
1741,2023,195-890-861-314-351,Xiamen Sulikang Medical Technology Co. Ltd.
1742,2023,195-890-861-314-351,Xingan Hospital Of Xiamen University
1743,2021,102-104-374-024-379,Toray Industries
1744,2015,099-416-902-541-369,Cb Therapeutics Inc.
1745,2018,022-542-217-002-125,Sichuan Baili Pharmaceutical Co. Ltd.
1746,2018,022-542-217-002-125,Systimmune Inc.
1747,2018,022-542-217-002-125,Baili Bio Chengdu Pharmaceutical Co. Ltd.
1748,2021,148-214-167-195-737,Zhengdada Tiansheng Pharmaceutical Group Stock Limited Company
1749,2019,173-642-475-915-406,Kyinno Biotechnology Beijing Co. Ltd.
1750,2021,127-568-439-025-077,Actinium Pharmaceuticals Inc.
1751,2023,035-047-665-879-178,Zhiyi Pharmaceutics Inc.
